iter	RMSE
116	0.2278707574
117	0.226825631
118	0.2259508966
119	0.2251461926
120	0.2244247725
121	0.2236120766
122	0.2227729564
123	0.2217717439
124	0.2211595289
125	0.2204987344
126	0.2197578823
127	0.2188377361
128	0.2180942139
129	0.2174970753
130	0.2165883145
131	0.2157614226
132	0.2150757024
133	0.2142746402
134	0.2136603796
135	0.2129558229
136	0.2122014634
137	0.2116036207
138	0.2109743712
139	0.2102325583
140	0.20942186
141	0.2088433071
142	0.2083334729
143	0.2079742364
144	0.2074597814
145	0.2068014207
146	0.206319732
147	0.2056244833
148	0.2050046039
149	0.2044507257
150	0.2039641922
151	0.2033111445
152	0.202742271
153	0.2022463864
154	0.2016912799
155	0.2010813354
156	0.2006541965
157	0.2001778449
158	0.1995064242
159	0.1990305808
160	0.1984233938
161	0.197793303
162	0.1973434716
163	0.1967802863
164	0.1961175441
165	0.1957113354
166	0.1952155331
167	0.1946977331
168	0.1941669891
169	0.1937273505
170	0.1933856348
171	0.1929453642
172	0.1923974717
173	0.1917516244
174	0.1913904019
175	0.1909234608
176	0.1903367798
177	0.1899328919
178	0.1893181439
179	0.1889125141
180	0.1885003519
181	0.1880389916
182	0.1876415647
183	0.187160694
184	0.1867210279
185	0.1862842451
186	0.1858643984
187	0.1853867966
188	0.1850590422
189	0.1847777398
190	0.1843372774
191	0.184018418
192	0.1836299718
193	0.1834041967
194	0.1830348204
195	0.1826813027
196	0.1822829372
197	0.1817520158
198	0.1813078898
199	0.1811343316
200	0.1806849755
201	0.1803454592
202	0.1801328489
203	0.1797630719
204	0.1793499716
205	0.1791232024
206	0.1788528866
207	0.1783195414
208	0.1781784153
209	0.1778937804
210	0.1775641485
211	0.1772119789
212	0.1769453707
213	0.1765586984
214	0.1761999424
215	0.1759543995
216	0.1756196364
217	0.175241951
218	0.1748981555
219	0.174529166
220	0.1742673671
221	0.1741015984
222	0.1737853156
223	0.1734361375
224	0.1732054622
225	0.1729517057
226	0.1727331779
227	0.1725656005
228	0.1723321421
229	0.1721560167
230	0.1719235769
231	0.1717111659
232	0.1712313007
233	0.170964868
234	0.1707818236
235	0.1704381453
236	0.170168702
237	0.1697811474
238	0.1695731344
239	0.1692714134
240	0.1690480134
241	0.1688081981
242	0.1686142785
243	0.1682452126
244	0.1679788892
245	0.1678164099
246	0.167450743
247	0.1671790093
248	0.1668638345
249	0.1667155163
250	0.1665705746
251	0.1661239752
252	0.1658163505
253	0.1656471263
254	0.1653463035
255	0.1651502407
256	0.1648604433
257	0.1647165224
258	0.164361628
259	0.164130642
260	0.1638908186
261	0.1634705205
262	0.1632688468
263	0.1631124065
264	0.1628221271
265	0.1625672757
266	0.1623869378
267	0.1621215999
268	0.1619887817
269	0.1618239605
270	0.1617184404
271	0.1614693776
272	0.1613034106
273	0.1610894848
274	0.160964066
275	0.1606997933
276	0.1604429586
277	0.1602673846
278	0.1600663735
279	0.1596057522
280	0.1594309595
281	0.1592627927
282	0.1589339901
283	0.1587701255
284	0.1585621856
285	0.1584689915
286	0.1581833447
287	0.1580362868
288	0.1579126737
289	0.1577486701
290	0.1575929779
291	0.1574268935
292	0.1572043554
293	0.1570343587
294	0.1568776118
295	0.1564698189
296	0.1561677836
297	0.1559979999
298	0.1556487971
299	0.1553335548
300	0.1551107917
301	0.1548210686
302	0.1545659035
303	0.1543854693
304	0.1541784744
305	0.1538934194
306	0.1537951493
307	0.153537795
308	0.1533360427
309	0.1530726387
310	0.1528709827
311	0.1526621537
312	0.1523416169
313	0.152200165
314	0.1519844191
315	0.1517428701
316	0.1516062127
317	0.151388939
318	0.151218696
319	0.1510130418
320	0.1508417011
321	0.1505223225
322	0.1502883743
323	0.1500881118
324	0.1498725594
325	0.1496055295
326	0.1494471466
327	0.149303377
328	0.1490739755
329	0.1488177084
330	0.1486214803
331	0.1483763896
332	0.1482217246
333	0.1479691403
334	0.147829175
335	0.1476195709
336	0.1474260623
337	0.1472296833
338	0.1470280085
339	0.1468533262
340	0.1467555042
341	0.146582945
342	0.1463807551
343	0.1461853442
344	0.146031102
345	0.1457815623
346	0.1456257191
347	0.1453426123
348	0.1451912047
349	0.1449624808
350	0.1447145497
351	0.1444970238
352	0.1443464672
353	0.1441794462
354	0.1440199386
355	0.1437679797
356	0.1435984208
357	0.1434519944
358	0.1432292558
359	0.1431141142
360	0.1429212998
361	0.1427815112
362	0.1426301029
363	0.142491867
364	0.1422852277
365	0.1421396602
366	0.142033926
367	0.1418555848
368	0.1417581095
369	0.1416514344
370	0.141502802
371	0.1413206143
372	0.1411969606
373	0.1410719392
374	0.1409603575
375	0.140616496
376	0.1404753582
377	0.1402352554
378	0.1400949179
379	0.1399610024
380	0.1398054174
381	0.1396181041
382	0.1395039459
383	0.1392135706
384	0.1390372465
385	0.1389121021
386	0.1387376202
387	0.1385854396
388	0.138451274
389	0.1383496132
390	0.138096358
391	0.1379283738
392	0.1377204277
393	0.1375767473
394	0.1374400196
395	0.1372913258
396	0.1371672386
397	0.1370377422
398	0.1368623929
399	0.1366744374
400	0.1365692766
401	0.1364150139
402	0.1362706408
403	0.1359946262
404	0.1358971896
405	0.1357403916
406	0.1355612628
407	0.1354017849
408	0.1352466147
409	0.134949078
410	0.1348651016
411	0.1346898128
412	0.1345027631
413	0.1341963474
414	0.1339672332
415	0.1337471634
416	0.1334416233
417	0.1333079713
418	0.1332051576
419	0.1330557145
420	0.132903166
421	0.1327827542
422	0.1326388019
423	0.1323168183
424	0.132149714
425	0.131987737
426	0.1317581755
427	0.1316222963
428	0.1314179848
429	0.1312339444
430	0.1311060939
431	0.1308940528
432	0.1307447023
433	0.1304868084
434	0.1303209552
435	0.13009734
436	0.129911668
437	0.1297169202
438	0.1295310065
439	0.1293031623
440	0.1291690519
441	0.1290630885
442	0.1289188311
443	0.1286765874
444	0.1284872755
445	0.1284021211
446	0.1282191075
447	0.127969135
448	0.1278301601
449	0.1277109849
450	0.1276256423
451	0.1274893042
452	0.1273657801
453	0.127148997
454	0.1270427424
455	0.1267948631
456	0.1265918638
457	0.1264698113
458	0.1262575604
459	0.1261342161
460	0.1259826408
461	0.1257945881
462	0.125677287
463	0.1255206092
464	0.125380964
465	0.1251815921
466	0.1250470926
467	0.1248945136
468	0.1246641131
469	0.1245707559
470	0.1244338709
471	0.1243237974
472	0.1241661938
473	0.123985464
474	0.1237988461
475	0.1236198585
476	0.123464161
477	0.1232830284
478	0.1231892067
479	0.1230616313
480	0.1229475968
481	0.1228555464
482	0.1227527444
483	0.1226038177
484	0.1224780775
485	0.1223667157
486	0.1222833875
487	0.1220830881
488	0.1219010291
489	0.1217205254
490	0.1216272982
491	0.1214683744
492	0.1213261097
493	0.1211695319
494	0.1210219297
495	0.1209120067
496	0.1207841038
497	0.1206340185
498	0.1204773751
499	0.1203717451
500	0.1202791121
501	0.120175074
502	0.1200653312
503	0.1199590621
504	0.1198629589
505	0.1197482787
506	0.1195505873
507	0.1194387447
508	0.1192534359
509	0.1191242541
510	0.1189325781
511	0.1188416094
512	0.1187539347
513	0.1186210859
514	0.1185576683
515	0.1183315855
516	0.1182488324
517	0.1180511713
518	0.1179445496
519	0.1178296896
520	0.1177118398
521	0.1176195149
522	0.1174972608
523	0.1174333283
524	0.1173450713
525	0.1172154658
526	0.1170726098
527	0.1169404643
528	0.116859872
529	0.1167658714
530	0.1166326015
531	0.1165806963
532	0.1164084458
533	0.1163087177
534	0.1161257088
535	0.1160217233
536	0.1158995295
537	0.1157852472
538	0.1156902432
539	0.1155691564
540	0.1154855435
541	0.1153868307
542	0.1153077437
543	0.1152241379
544	0.1150530255
545	0.1149473282
546	0.1148391328
547	0.1147279546
548	0.1146470862
549	0.1144993197
550	0.1144177719
551	0.1142831855
552	0.1141545322
553	0.1140542694
554	0.1139642984
555	0.1138769185
556	0.1136881702
557	0.1135458156
558	0.1134178938
559	0.113326386
560	0.1132416079
561	0.1131806834
562	0.1130811048
563	0.1129468878
564	0.1128619141
565	0.1127989204
566	0.1126903722
567	0.1125612995
568	0.1124476852
569	0.1123392579
570	0.1122016815
571	0.1121033904
572	0.1120118416
573	0.1119306364
574	0.111830698
575	0.1117589807
576	0.1116509532
577	0.1115541352
578	0.1114253876
579	0.1113555075
580	0.1112529335
581	0.1111172605
582	0.1110264357
583	0.1109366002
584	0.1108712177
585	0.1107079917
586	0.1106039429
587	0.1104711387
588	0.110326004
589	0.1101867598
590	0.110108323
591	0.1099768917
592	0.1098485894
593	0.1097886098
594	0.1096825366
595	0.1095538916
596	0.1094743626
597	0.1094078716
598	0.1092885296
599	0.1091766656
600	0.1090861513
601	0.1089345707
602	0.108827624
603	0.1087555781
604	0.1086814222
605	0.1085807058
606	0.1084222432
607	0.1082572182
608	0.108137751
609	0.1080524462
610	0.1079930224
611	0.1078998611
612	0.1078094818
613	0.1076542853
614	0.1075238932
615	0.1073752073
616	0.1072982439
617	0.1071884025
618	0.1070821992
619	0.1069943529
620	0.1068554672
621	0.1067751324
622	0.1067079681
623	0.1066133942
624	0.1065350469
625	0.1064401704
626	0.106337493
627	0.1062479321
628	0.1061757968
629	0.1060941091
630	0.1060203806
631	0.1058601749
632	0.1057832388
633	0.1057114233
634	0.1056242
635	0.1055085813
636	0.105462555
637	0.1053663786
638	0.105205342
639	0.1051725945
640	0.1050581111
641	0.1049902552
642	0.1049035502
643	0.1048057857
644	0.1047235421
645	0.1045855395
646	0.1044840924
647	0.1043715436
648	0.1042965405
649	0.1042192676
650	0.1041043688
651	0.1040329123
652	0.1038768222
653	0.1038032174
654	0.1037186752
655	0.1036508602
656	0.1035799042
657	0.103507553
658	0.1034042197
659	0.1033018021
660	0.1031600226
661	0.1030042221
662	0.1029073774
663	0.1027811891
664	0.1026821018
665	0.1025924881
666	0.1025279642
667	0.1024315627
668	0.1023524348
669	0.1022652997
670	0.1021582724
671	0.1020804488
672	0.1019487742
673	0.1018539898
674	0.1017925226
675	0.1016921931
676	0.1015888045
677	0.1015414719
678	0.1014675139
679	0.1013811327
680	0.1013008393
681	0.1012357565
682	0.1010940017
683	0.1010022455
684	0.1009311053
685	0.1008843502
686	0.1007904161
687	0.1007037334
688	0.1006691192
689	0.1006092769
690	0.1005358677
691	0.1004618359
692	0.1003652154
693	0.1002661595
694	0.1002155928
695	0.1001075152
696	0.1000540484
697	0.1000058231
698	0.09989915333
699	0.09982462644
700	0.09976782247
701	0.09967622619
702	0.09961617014
703	0.09951740442
704	0.0994649767
705	0.09936574678
706	0.09928620841
707	0.09921967653
708	0.09906893559
709	0.09896049838
710	0.09887955633
711	0.09881998938
712	0.09875657578
713	0.0986498771
714	0.09860772693
715	0.09849935027
716	0.09844464727
717	0.09835823669
718	0.0982481142
719	0.09813760626
720	0.09807445362
721	0.09798688409
722	0.09787857066
723	0.09782429831
724	0.09770853974
725	0.09766666598
726	0.09758606424
727	0.09748274862
728	0.09737532368
729	0.09728602043
730	0.09717247745
731	0.09705760061
732	0.09698817591
733	0.09689437317
734	0.0968121884
735	0.09670963397
736	0.09661805722
737	0.09651590826
738	0.0964487442
739	0.09637487038
740	0.09631712764
741	0.09626758946
742	0.09620130324
743	0.09611587913
744	0.09599706993
745	0.09592043519
746	0.09585045566
747	0.09580497591
748	0.09575378992
749	0.0956769096
750	0.09557457331
751	0.09551034135
752	0.09542336299
753	0.09537105345
754	0.09528802439
755	0.09522045008
756	0.09513677407
757	0.095062535
758	0.09499693561
759	0.09494217391
760	0.09485422323
761	0.09476254206
762	0.09467001274
763	0.09459969655
764	0.09454011861
765	0.09448233597
766	0.09445189691
767	0.09436047293
768	0.0943045553
769	0.09427038772
770	0.09417107923
771	0.09409993991
772	0.09397973055
773	0.09389549593
774	0.09380040389
775	0.09372065716
776	0.09364287533
777	0.09353778297
778	0.09349449585
779	0.09339588778
780	0.09332721128
781	0.09326649567
782	0.0932112121
783	0.09314138637
784	0.0930280132
785	0.09295951958
786	0.09292804591
787	0.09288314023
788	0.09283200588
789	0.09275608876
790	0.09267129787
791	0.09259558257
792	0.09253097013
793	0.0924523927
794	0.09238248595
795	0.09228309558
796	0.09223237726
797	0.09216332435
798	0.09210862599
799	0.09202349987
800	0.09198066142
801	0.09194922058
802	0.09187705138
803	0.09180529702
804	0.09171120671
805	0.09165728423
806	0.09159173862
807	0.09153261686
808	0.09140737842
809	0.0913559447
810	0.09127652451
811	0.09121119866
812	0.09116084961
813	0.0910769665
814	0.09103149707
815	0.09098189835
816	0.09092839183
817	0.09085973601
818	0.09083238484
819	0.09075230745
820	0.09069396309
821	0.09063645006
822	0.0905728391
823	0.09052104166
824	0.09045354911
825	0.09030789087
826	0.0902017429
827	0.09012827498
828	0.09008664142
829	0.09005644847
830	0.08999268569
831	0.08994151797
832	0.08987809604
833	0.08979275806
834	0.0897477366
835	0.08969060848
836	0.08962092083
837	0.089511163
838	0.08939861652
839	0.08932083744
840	0.08922797389
841	0.08918610017
842	0.08912097167
843	0.08909992632
844	0.08904666449
845	0.08897490413
846	0.08892317739
847	0.08883657989
848	0.08878447186
849	0.08866509926
850	0.08863732819
851	0.0886018921
852	0.08854461494
853	0.08849680142
854	0.08842691647
855	0.08837006665
856	0.08832537917
857	0.08827969052
858	0.08819861325
859	0.08812208194
860	0.08806789749
861	0.08798894116
862	0.08792772863
863	0.08786607708
864	0.08780267569
865	0.0877372205
866	0.08767336711
867	0.08757330863
868	0.08752608841
869	0.08747666612
870	0.08740009156
871	0.08730638966
872	0.0872494723
873	0.08719591671
874	0.08712469251
875	0.08705112041
876	0.08700102572
877	0.08691471566
878	0.0868644863
879	0.08680967983
880	0.08671568531
881	0.08665811451
882	0.08656020014
883	0.08648481466
884	0.08642653039
885	0.08633405372
886	0.08628646443
887	0.08622426566
888	0.08616256379
889	0.08609356929
890	0.08603412044
891	0.08599331144
892	0.08595857795
893	0.08592097746
894	0.08588674584
895	0.08580195922
896	0.08574516375
897	0.08565607462
898	0.08560110996
899	0.08553072947
900	0.08550410439
901	0.0854472921
902	0.08539291267
903	0.08534411088
904	0.08529853218
905	0.08521285396
906	0.08517456644
907	0.08514130464
908	0.08507233989
909	0.08502887796
910	0.08498156289
911	0.08490327029
912	0.08483067134
913	0.08478229309
914	0.08475070627
915	0.08465271129
916	0.08460215481
917	0.08456748103
918	0.08450037641
919	0.08445783739
920	0.08440238896
921	0.08434718706
922	0.08427459497
923	0.08419422791
924	0.08412720227
925	0.0840632047
926	0.08399381733
927	0.08390652764
928	0.08382722034
929	0.08377368398
930	0.08372879633
931	0.0836612369
932	0.08355049203
933	0.08351370683
934	0.08346030858
935	0.08340490501
936	0.08334531789
937	0.08329741849
938	0.08324876009
939	0.08321095396
940	0.08318029795
941	0.08312650497
942	0.08309184056
943	0.08304841699
944	0.08297730942
945	0.0829162746
946	0.08286772573
947	0.08278887583
948	0.08273196904
949	0.08264512625
950	0.08258109147
951	0.08253770053
952	0.08246242125
953	0.08242127351
954	0.08239307543
955	0.08232324157
956	0.08226441184
957	0.08221017416
958	0.08211005047
959	0.08202570134
960	0.08195795087
961	0.08188442124
962	0.08184414944
963	0.08176306336
964	0.08169326879
965	0.08164708357
966	0.08162906454
967	0.08157164415
968	0.08152293707
969	0.08148480327
970	0.08145776678
971	0.08142820453
972	0.08138042307
973	0.0812823805
974	0.08118405378
975	0.0811247195
976	0.08108311081
977	0.08103833727
978	0.08098575891
979	0.0809028029
980	0.08087590201
981	0.08081320908
982	0.08078091101
983	0.08070920914
984	0.08066406405
985	0.08063584381
986	0.08058631307
987	0.0805456377
988	0.08050331052
989	0.08046762084
990	0.08043374478
991	0.08036724033
992	0.08032203714
993	0.08026803355
994	0.08020255471
995	0.08011399948
996	0.08004399404
997	0.08000456081
998	0.07994880996
999	0.07992470843
